,index,0,bb,bt,tt
217,1683,"the consolidation brings together leaders in communications apis, unified communications, and contact centers, to create the world's most flexible cloud communications platform.",0,0,0
218,2480,experimental design.,0,0,0
219,45,"every single day at king, we mix intuition with logic, art with science and magic with mathematics to craft the games the world loves to play.",0,0,0
220,2804,ability to balance multiple projects and manage changing priorities.,0,0,0
221,543,"the ideal candidate will at minimum have experience in the following areas:
strong degree in numerical subject (machine learning, nlp, mathematics, data science, computer science, statistics, physics, engineering, etc.)",0,0,0
222,2271,experience optimising code and infrastructure for machine learning performance.,0,0,0
223,1393,"by applying for this job you accept the t&c's, privacy policy and disclaimers which can be found at hays.co.ukthe team

join the data team as a data analyst and help us transform dit into an insight-driven organisation that tells compelling stories with its data.",1,0,0
224,2557,"amrc has over 100 industrial partners such as boeing, rolls-royce, mclaren automotive, bae systems and airbus.",0,0,0
225,1004,"requirements

ideally, the candidate should have the following skills/attributes:

a gcse grade 4 or above in maths and english,

an a level or a level 3 qualification in a stem subject,

strong numeracy skills and a keen interest in maths or sciences,

strong computing skills,

a passion for understanding how things work and finding solutions to problems,

strong analytical skills,

the ability to work in a team or autonomously,

a confident and professional attitude to work,

good verbal and written communication skills,

good organisational skills and attention to detail

most importantly the candidate should have a strong interest in the continuous development of their skillset.",0,0,0
226,1063,"as our data scientist, you will
design data models to inform the ‘insights’ provided to our customers
work directly with developers and designers to build the core data-analytics platform on which the app will be built
intelligently analyse and report on a range of marketing campaigns across a suite of online channels to drive the optimisation of marketing spend
research and develop ways of building ‘virality’ within our customer-base.",0,2,0
